PROVINCE;PRESENTATION;LABORATORY;YEAR;MONTH;SALES UNITS
AZUAY;BUPREXMIGRA TABL RECUB. x 20;LIFE;2019;Oct-19;3219.000244
AZUAY;BUPREXMIGRA TABL RECUB. x 20;LIFE;2019;Nov-19;4145
AZUAY;BUPREXMIGRA TABL RECUB. x 20;LIFE;2019;Dic-19;3851.999756
AZUAY;MIGRA DORIXINA TABL x 20;MEGALABS;2016;Ene-16;2175.000244
AZUAY;MIGRA DORIXINA TABL x 20;MEGALABS;2016;Feb-16;2734
AZUAY;MIGRA DORIXINA TABL x 20;MEGALABS;2016;Mar-16;1742.999756
AZUAY;MIGRA DORIXINA TABL x 20;MEGALABS;2016;Abr-16;2175
AZUAY;MIGRA DORIXINA TABL x 20;MEGALABS;2016;May-16;1625.999878
AZUAY;MIGRA DORIXINA TABL x 20;MEGALABS;2016;Jun-16;3346.999512
AZUAY;MIGRA DORIXINA TABL x 20;MEGALABS;2016;Jul-16;1335.000122
AZUAY;MIGRA DORIXINA TABL x 20;MEGALABS;2016;Ago-16;2404.999756
AZUAY;MIGRA DORIXINA TABL x 20;MEGALABS;2016;Septiembre 2016;1598.999878
AZUAY;MIGRA DORIXINA TABL x 20;MEGALABS;2016;Oct-16;1369.000122
AZUAY;MIGRA DORIXINA TABL x 20;MEGALABS;2016;Nov-16;4320.999512
AZUAY;MIGRA DORIXINA TABL x 20;MEGALABS;2016;Dic-16;1442.000122
AZUAY;MIGRA DORIXINA TABL x 20;MEGALABS;2017;Ene-17;1324
AZUAY;MIGRA DORIXINA TABL x 20;MEGALABS;2017;Feb-17;1154.999878
AZUAY;MIGRA DORIXINA TABL x 20;MEGALABS;2017;Mar-17;1512
AZUAY;MIGRA DORIXINA TABL x 20;MEGALABS;2017;Abr-17;1873.000122
AZUAY;MIGRA DORIXINA TABL x 20;MEGALABS;2017;May-17;2553
AZUAY;MIGRA DORIXINA TABL x 20;MEGALABS;2017;Jun-17;1997.999878
AZUAY;MIGRA DORIXINA TABL x 20;MEGALABS;2017;Jul-17;1433
AZUAY;MIGRA DORIXINA TABL x 20;MEGALABS;2017;Ago-17;1999.999634
AZUAY;MIGRA DORIXINA TABL x 20;MEGALABS;2017;Septiembre 2017;1441.999878
AZUAY;MIGRA DORIXINA TABL x 20;MEGALABS;2017;Oct-17;3993
AZUAY;MIGRA DORIXINA TABL x 20;MEGALABS;2017;Nov-17;1939
AZUAY;MIGRA DORIXINA TABL x 20;MEGALABS;2017;Dic-17;3281.999512
AZUAY;MIGRA DORIXINA TABL x 20;MEGALABS;2018;Ene-18;1240
AZUAY;MIGRA DORIXINA TABL x 20;MEGALABS;2018;Feb-18;6735.000488
AZUAY;MIGRA DORIXINA TABL x 20;MEGALABS;2018;Mar-18;1266
AZUAY;MIGRA DORIXINA TABL x 20;MEGALABS;2018;Abr-18;1580.999756
AZUAY;MIGRA DORIXINA TABL x 20;MEGALABS;2018;May-18;1733
AZUAY;MIGRA DORIXINA TABL x 20;MEGALABS;2018;Jun-18;1596.000122
AZUAY;MIGRA DORIXINA TABL x 20;MEGALABS;2018;Jul-18;1232
AZUAY;MIGRA DORIXINA TABL x 20;MEGALABS;2018;Ago-18;1286.000244
AZUAY;MIGRA DORIXINA TABL x 20;MEGALABS;2018;Septiembre 2018;5113.999512
AZUAY;MIGRA DORIXINA TABL x 20;MEGALABS;2018;Oct-18;1422.000122
AZUAY;MIGRA DORIXINA TABL x 20;MEGALABS;2018;Nov-18;1115.999878
AZUAY;MIGRA DORIXINA TABL x 20;MEGALABS;2018;Dic-18;5064.000488
AZUAY;MIGRA DORIXINA TABL x 20;MEGALABS;2019;Ene-19;1440.999878
AZUAY;MIGRA DORIXINA TABL x 20;MEGALABS;2019;Feb-19;1032.999878
AZUAY;MIGRA DORIXINA TABL x 20;MEGALABS;2019;Mar-19;1243
AZUAY;MIGRA DORIXINA TABL x 20;MEGALABS;2019;Abr-19;1389.999878
AZUAY;MIGRA DORIXINA TABL x 20;MEGALABS;2019;May-19;1641.000122
AZUAY;MIGRA DORIXINA TABL x 20;MEGALABS;2019;Jun-19;1707
AZUAY;MIGRA DORIXINA TABL x 20;MEGALABS;2019;Jul-19;2940
AZUAY;MIGRA DORIXINA TABL x 20;MEGALABS;2019;Ago-19;882
AZUAY;MIGRA DORIXINA TABL x 20;MEGALABS;2019;Septiembre 2019;1539.000122
AZUAY;MIGRA DORIXINA TABL x 20;MEGALABS;2019;Oct-19;1477
AZUAY;MIGRA DORIXINA TABL x 20;MEGALABS;2019;Nov-19;3887.000488
AZUAY;MIGRA DORIXINA TABL x 20;MEGALABS;2019;Dic-19;1468
AZUAY;MIGRAFLASH CAPS BLANDA x 10;JAMES BROWN PHARMA;2016;Ene-16;28.00000191
AZUAY;MIGRAFLASH CAPS BLANDA x 10;JAMES BROWN PHARMA;2016;Feb-16;18.00000191
AZUAY;MIGRAFLASH CAPS BLANDA x 10;JAMES BROWN PHARMA;2016;Mar-16;59
AZUAY;MIGRAFLASH CAPS BLANDA x 10;JAMES BROWN PHARMA;2016;Abr-16;28
AZUAY;MIGRAFLASH CAPS BLANDA x 10;JAMES BROWN PHARMA;2016;May-16;29
AZUAY;MIGRAFLASH CAPS BLANDA x 10;JAMES BROWN PHARMA;2016;Jun-16;59
AZUAY;MIGRAFLASH CAPS BLANDA x 10;JAMES BROWN PHARMA;2016;Jul-16;81
AZUAY;MIGRAFLASH CAPS BLANDA x 10;JAMES BROWN PHARMA;2016;Ago-16;102
AZUAY;MIGRAFLASH CAPS BLANDA x 10;JAMES BROWN PHARMA;2016;Septiembre 2016;75
AZUAY;MIGRAFLASH CAPS BLANDA x 10;JAMES BROWN PHARMA;2016;Oct-16;130
AZUAY;MIGRAFLASH CAPS BLANDA x 10;JAMES BROWN PHARMA;2016;Nov-16;129
AZUAY;MIGRAFLASH CAPS BLANDA x 10;JAMES BROWN PHARMA;2016;Dic-16;83
AZUAY;MIGRAFLASH CAPS BLANDA x 10;JAMES BROWN PHARMA;2017;Ene-17;125.9999924
AZUAY;MIGRAFLASH CAPS BLANDA x 10;JAMES BROWN PHARMA;2017;Feb-17;56
AZUAY;MIGRAFLASH CAPS BLANDA x 10;JAMES BROWN PHARMA;2017;Mar-17;60
AZUAY;MIGRAFLASH CAPS BLANDA x 10;JAMES BROWN PHARMA;2017;Abr-17;107
AZUAY;MIGRAFLASH CAPS BLANDA x 10;JAMES BROWN PHARMA;2017;May-17;98
AZUAY;MIGRAFLASH CAPS BLANDA x 10;JAMES BROWN PHARMA;2017;Jun-17;104
AZUAY;MIGRAFLASH CAPS BLANDA x 10;JAMES BROWN PHARMA;2017;Jul-17;143
AZUAY;MIGRAFLASH CAPS BLANDA x 10;JAMES BROWN PHARMA;2017;Ago-17;129
AZUAY;MIGRAFLASH CAPS BLANDA x 10;JAMES BROWN PHARMA;2017;Septiembre 2017;113.0000076
AZUAY;MIGRAFLASH CAPS BLANDA x 10;JAMES BROWN PHARMA;2017;Oct-17;230.0000153
AZUAY;MIGRAFLASH CAPS BLANDA x 10;JAMES BROWN PHARMA;2017;Nov-17;137
AZUAY;MIGRAFLASH CAPS BLANDA x 10;JAMES BROWN PHARMA;2017;Dic-17;103
AZUAY;MIGRAFLASH CAPS BLANDA x 10;JAMES BROWN PHARMA;2018;Ene-18;159
AZUAY;MIGRAFLASH CAPS BLANDA x 10;JAMES BROWN PHARMA;2018;Feb-18;109
AZUAY;MIGRAFLASH CAPS BLANDA x 10;JAMES BROWN PHARMA;2018;Mar-18;168
AZUAY;MIGRAFLASH CAPS BLANDA x 10;JAMES BROWN PHARMA;2018;Abr-18;167
AZUAY;MIGRAFLASH CAPS BLANDA x 10;JAMES BROWN PHARMA;2018;May-18;150
AZUAY;MIGRAFLASH CAPS BLANDA x 10;JAMES BROWN PHARMA;2018;Jun-18;114.0000076
AZUAY;MIGRAFLASH CAPS BLANDA x 10;JAMES BROWN PHARMA;2018;Jul-18;126
AZUAY;MIGRAFLASH CAPS BLANDA x 10;JAMES BROWN PHARMA;2018;Ago-18;122
AZUAY;MIGRAFLASH CAPS BLANDA x 10;JAMES BROWN PHARMA;2018;Septiembre 2018;234.9999847
AZUAY;MIGRAFLASH CAPS BLANDA x 10;JAMES BROWN PHARMA;2018;Oct-18;229
AZUAY;MIGRAFLASH CAPS BLANDA x 10;JAMES BROWN PHARMA;2018;Nov-18;236
AZUAY;MIGRAFLASH CAPS BLANDA x 10;JAMES BROWN PHARMA;2018;Dic-18;160.0000153
AZUAY;MIGRAFLASH CAPS BLANDA x 10;JAMES BROWN PHARMA;2019;Ene-19;267
AZUAY;MIGRAFLASH CAPS BLANDA x 10;JAMES BROWN PHARMA;2019;Feb-19;285.9999695
AZUAY;MIGRAFLASH CAPS BLANDA x 10;JAMES BROWN PHARMA;2019;Mar-19;221
AZUAY;MIGRAFLASH CAPS BLANDA x 10;JAMES BROWN PHARMA;2019;Abr-19;223
AZUAY;MIGRAFLASH CAPS BLANDA x 10;JAMES BROWN PHARMA;2019;May-19;241
AZUAY;MIGRAFLASH CAPS BLANDA x 10;JAMES BROWN PHARMA;2019;Jun-19;227.9999847
AZUAY;MIGRAFLASH CAPS BLANDA x 10;JAMES BROWN PHARMA;2019;Jul-19;281
AZUAY;MIGRAFLASH CAPS BLANDA x 10;JAMES BROWN PHARMA;2019;Ago-19;356.9999695
AZUAY;MIGRAFLASH CAPS BLANDA x 10;JAMES BROWN PHARMA;2019;Septiembre 2019;248
AZUAY;MIGRAFLASH CAPS BLANDA x 10;JAMES BROWN PHARMA;2019;Oct-19;281.0000305
AZUAY;MIGRAFLASH CAPS BLANDA x 10;JAMES BROWN PHARMA;2019;Nov-19;327
AZUAY;MIGRAFLASH CAPS BLANDA x 10;JAMES BROWN PHARMA;2019;Dic-19;423.0000305
AZUAY;MIGRAX TABL RECUBI. x 10;SAVAL;2016;Ene-16;584
AZUAY;MIGRAX TABL RECUBI. x 10;SAVAL;2016;Feb-16;627.000061
AZUAY;MIGRAX TABL RECUBI. x 10;SAVAL;2016;Mar-16;677.000061
AZUAY;MIGRAX TABL RECUBI. x 10;SAVAL;2016;Abr-16;584
AZUAY;MIGRAX TABL RECUBI. x 10;SAVAL;2016;May-16;665.999939
AZUAY;MIGRAX TABL RECUBI. x 10;SAVAL;2016;Jun-16;642.999939
AZUAY;MIGRAX TABL RECUBI. x 10;SAVAL;2016;Jul-16;492.999939
AZUAY;MIGRAX TABL RECUBI. x 10;SAVAL;2016;Ago-16;648.999939
AZUAY;MIGRAX TABL RECUBI. x 10;SAVAL;2016;Septiembre 2016;648
AZUAY;MIGRAX TABL RECUBI. x 10;SAVAL;2016;Oct-16;621.9998779
AZUAY;MIGRAX TABL RECUBI. x 10;SAVAL;2016;Nov-16;584.999939
AZUAY;MIGRAX TABL RECUBI. x 10;SAVAL;2016;Dic-16;554
AZUAY;MIGRAX TABL RECUBI. x 10;SAVAL;2017;Ene-17;700.9997559
AZUAY;MIGRAX TABL RECUBI. x 10;SAVAL;2017;Feb-17;576.999939
AZUAY;MIGRAX TABL RECUBI. x 10;SAVAL;2017;Mar-17;639.999939
AZUAY;MIGRAX TABL RECUBI. x 10;SAVAL;2017;Abr-17;1240
AZUAY;MIGRAX TABL RECUBI. x 10;SAVAL;2017;May-17;693.999939
AZUAY;MIGRAX TABL RECUBI. x 10;SAVAL;2017;Jun-17;561
AZUAY;MIGRAX TABL RECUBI. x 10;SAVAL;2017;Jul-17;547
AZUAY;MIGRAX TABL RECUBI. x 10;SAVAL;2017;Ago-17;629
AZUAY;MIGRAX TABL RECUBI. x 10;SAVAL;2017;Septiembre 2017;600.000061
AZUAY;MIGRAX TABL RECUBI. x 10;SAVAL;2017;Oct-17;1065
AZUAY;MIGRAX TABL RECUBI. x 10;SAVAL;2017;Nov-17;473.9999695
AZUAY;MIGRAX TABL RECUBI. x 10;SAVAL;2017;Dic-17;599.9998779
AZUAY;MIGRAX TABL RECUBI. x 10;SAVAL;2018;Ene-18;630.999939
AZUAY;MIGRAX TABL RECUBI. x 10;SAVAL;2018;Feb-18;508
AZUAY;MIGRAX TABL RECUBI. x 10;SAVAL;2018;Mar-18;475
AZUAY;MIGRAX TABL RECUBI. x 10;SAVAL;2018;Abr-18;560.9998779
AZUAY;MIGRAX TABL RECUBI. x 10;SAVAL;2018;May-18;580
AZUAY;MIGRAX TABL RECUBI. x 10;SAVAL;2018;Jun-18;468.9999695
AZUAY;MIGRAX TABL RECUBI. x 10;SAVAL;2018;Jul-18;600
AZUAY;MIGRAX TABL RECUBI. x 10;SAVAL;2018;Ago-18;543
AZUAY;MIGRAX TABL RECUBI. x 10;SAVAL;2018;Septiembre 2018;632.999939
AZUAY;MIGRAX TABL RECUBI. x 10;SAVAL;2018;Oct-18;661.999939
AZUAY;MIGRAX TABL RECUBI. x 10;SAVAL;2018;Nov-18;545.999939
AZUAY;MIGRAX TABL RECUBI. x 10;SAVAL;2018;Dic-18;536
AZUAY;MIGRAX TABL RECUBI. x 10;SAVAL;2019;Ene-19;709
AZUAY;MIGRAX TABL RECUBI. x 10;SAVAL;2019;Feb-19;629
AZUAY;MIGRAX TABL RECUBI. x 10;SAVAL;2019;Mar-19;568
AZUAY;MIGRAX TABL RECUBI. x 10;SAVAL;2019;Abr-19;607.999939
AZUAY;MIGRAX TABL RECUBI. x 10;SAVAL;2019;May-19;472.9999695
AZUAY;MIGRAX TABL RECUBI. x 10;SAVAL;2019;Jun-19;452
AZUAY;MIGRAX TABL RECUBI. x 10;SAVAL;2019;Jul-19;850.000061
AZUAY;MIGRAX TABL RECUBI. x 10;SAVAL;2019;Ago-19;614
AZUAY;MIGRAX TABL RECUBI. x 10;SAVAL;2019;Septiembre 2019;562
AZUAY;MIGRAX TABL RECUBI. x 10;SAVAL;2019;Oct-19;588
AZUAY;MIGRAX TABL RECUBI. x 10;SAVAL;2019;Nov-19;635.999939
AZUAY;MIGRAX TABL RECUBI. x 10;SAVAL;2019;Dic-19;852
AZUAY;NIMPAS TA.REC 30MG/ 200 MG x 10;VITA BEAUTY;2016;Ene-16;0.99999994
AZUAY;NIMPAS TA.REC 30MG/ 200 MG x 10;VITA BEAUTY;2016;Abr-16;1
AZUAY;NIMPAS TA.REC 30MG/ 200 MG x 10;VITA BEAUTY;2016;Ago-16;1
BOLIVAR;BUPREXMIGRA TABL RECUB. x 20;LIFE;2016;Ene-16;197.8800049
BOLIVAR;BUPREXMIGRA TABL RECUB. x 20;LIFE;2016;Feb-16;264.3999939
BOLIVAR;BUPREXMIGRA TABL RECUB. x 20;LIFE;2016;Mar-16;181.1922913
BOLIVAR;BUPREXMIGRA TABL RECUB. x 20;LIFE;2016;Abr-16;132.1923065
BOLIVAR;BUPREXMIGRA TABL RECUB. x 20;LIFE;2016;May-16;177.1922913
BOLIVAR;BUPREXMIGRA TABL RECUB. x 20;LIFE;2016;Jun-16;233.9999695
BOLIVAR;BUPREXMIGRA TABL RECUB. x 20;LIFE;2016;Jul-16;148
BOLIVAR;BUPREXMIGRA TABL RECUB. x 20;LIFE;2016;Ago-16;197.0000153
BOLIVAR;BUPREXMIGRA TABL RECUB. x 20;LIFE;2016;Septiembre 2016;169
BOLIVAR;BUPREXMIGRA TABL RECUB. x 20;LIFE;2016;Oct-16;155
BOLIVAR;BUPREXMIGRA TABL RECUB. x 20;LIFE;2016;Nov-16;235
BOLIVAR;BUPREXMIGRA TABL RECUB. x 20;LIFE;2016;Dic-16;170
BOLIVAR;BUPREXMIGRA TABL RECUB. x 20;LIFE;2017;Ene-17;210
BOLIVAR;BUPREXMIGRA TABL RECUB. x 20;LIFE;2017;Feb-17;209
BOLIVAR;BUPREXMIGRA TABL RECUB. x 20;LIFE;2017;Mar-17;253
BOLIVAR;BUPREXMIGRA TABL RECUB. x 20;LIFE;2017;Abr-17;254.0000153
BOLIVAR;BUPREXMIGRA TABL RECUB. x 20;LIFE;2017;May-17;173
BOLIVAR;BUPREXMIGRA TABL RECUB. x 20;LIFE;2017;Jun-17;174.115387
BOLIVAR;BUPREXMIGRA TABL RECUB. x 20;LIFE;2017;Jul-17;175.0000153
BOLIVAR;BUPREXMIGRA TABL RECUB. x 20;LIFE;2017;Ago-17;242
BOLIVAR;BUPREXMIGRA TABL RECUB. x 20;LIFE;2017;Septiembre 2017;161
BOLIVAR;BUPREXMIGRA TABL RECUB. x 20;LIFE;2017;Oct-17;164
BOLIVAR;BUPREXMIGRA TABL RECUB. x 20;LIFE;2017;Nov-17;208
BOLIVAR;BUPREXMIGRA TABL RECUB. x 20;LIFE;2017;Dic-17;230
BOLIVAR;BUPREXMIGRA TABL RECUB. x 20;LIFE;2018;Ene-18;168
BOLIVAR;BUPREXMIGRA TABL RECUB. x 20;LIFE;2018;Feb-18;200.9999847
BOLIVAR;BUPREXMIGRA TABL RECUB. x 20;LIFE;2018;Mar-18;214.0384521
BOLIVAR;BUPREXMIGRA TABL RECUB. x 20;LIFE;2018;Abr-18;218.9999847
BOLIVAR;BUPREXMIGRA TABL RECUB. x 20;LIFE;2018;May-18;176.1153717
BOLIVAR;BUPREXMIGRA TABL RECUB. x 20;LIFE;2018;Jun-18;148.1923065
BOLIVAR;BUPREXMIGRA TABL RECUB. x 20;LIFE;2018;Jul-18;186.3845978
BOLIVAR;BUPREXMIGRA TABL RECUB. x 20;LIFE;2018;Ago-18;220.1923065
BOLIVAR;BUPREXMIGRA TABL RECUB. x 20;LIFE;2018;Septiembre 2018;257.1923218
BOLIVAR;BUPREXMIGRA TABL RECUB. x 20;LIFE;2018;Oct-18;186
BOLIVAR;BUPREXMIGRA TABL RECUB. x 20;LIFE;2018;Nov-18;244
BOLIVAR;BUPREXMIGRA TABL RECUB. x 20;LIFE;2018;Dic-18;265
BOLIVAR;BUPREXMIGRA TABL RECUB. x 20;LIFE;2019;Ene-19;229.0000153
BOLIVAR;BUPREXMIGRA TABL RECUB. x 20;LIFE;2019;Feb-19;220
BOLIVAR;BUPREXMIGRA TABL RECUB. x 20;LIFE;2019;Mar-19;218.9999847
BOLIVAR;BUPREXMIGRA TABL RECUB. x 20;LIFE;2019;Abr-19;228
BOLIVAR;BUPREXMIGRA TABL RECUB. x 20;LIFE;2019;May-19;211
BOLIVAR;BUPREXMIGRA TABL RECUB. x 20;LIFE;2019;Jun-19;193.9999847
BOLIVAR;BUPREXMIGRA TABL RECUB. x 20;LIFE;2019;Jul-19;231
BOLIVAR;BUPREXMIGRA TABL RECUB. x 20;LIFE;2019;Ago-19;243
BOLIVAR;BUPREXMIGRA TABL RECUB. x 20;LIFE;2019;Septiembre 2019;217.0000153
BOLIVAR;BUPREXMIGRA TABL RECUB. x 20;LIFE;2019;Oct-19;257
BOLIVAR;BUPREXMIGRA TABL RECUB. x 20;LIFE;2019;Nov-19;238.9999847
BOLIVAR;BUPREXMIGRA TABL RECUB. x 20;LIFE;2019;Dic-19;282
BOLIVAR;MIGRA DORIXINA TABL x 20;MEGALABS;2016;Ene-16;187.4000092
BOLIVAR;MIGRA DORIXINA TABL x 20;MEGALABS;2016;Feb-16;256.1199646
BOLIVAR;MIGRA DORIXINA TABL x 20;MEGALABS;2016;Mar-16;211
BOLIVAR;MIGRA DORIXINA TABL x 20;MEGALABS;2016;Abr-16;150.6153717
BOLIVAR;MIGRA DORIXINA TABL x 20;MEGALABS;2016;May-16;140.1538544
BOLIVAR;MIGRA DORIXINA TABL x 20;MEGALABS;2016;Jun-16;169
BOLIVAR;MIGRA DORIXINA TABL x 20;MEGALABS;2016;Jul-16;154
BOLIVAR;MIGRA DORIXINA TABL x 20;MEGALABS;2016;Ago-16;193
BOLIVAR;MIGRA DORIXINA TABL x 20;MEGALABS;2016;Septiembre 2016;193.0000153
BOLIVAR;MIGRA DORIXINA TABL x 20;MEGALABS;2016;Oct-16;149.4615173
BOLIVAR;MIGRA DORIXINA TABL x 20;MEGALABS;2016;Nov-16;178
BOLIVAR;MIGRA DORIXINA TABL x 20;MEGALABS;2016;Dic-16;224
BOLIVAR;MIGRA DORIXINA TABL x 20;MEGALABS;2017;Ene-17;112
BOLIVAR;MIGRA DORIXINA TABL x 20;MEGALABS;2017;Feb-17;148.4615479
BOLIVAR;MIGRA DORIXINA TABL x 20;MEGALABS;2017;Mar-17;156.0000153
BOLIVAR;MIGRA DORIXINA TABL x 20;MEGALABS;2017;Abr-17;161.4615326
BOLIVAR;MIGRA DORIXINA TABL x 20;MEGALABS;2017;May-17;181
BOLIVAR;MIGRA DORIXINA TABL x 20;MEGALABS;2017;Jun-17;147.1923065
BOLIVAR;MIGRA DORIXINA TABL x 20;MEGALABS;2017;Jul-17;138
BOLIVAR;MIGRA DORIXINA TABL x 20;MEGALABS;2017;Ago-17;201
BOLIVAR;MIGRA DORIXINA TABL x 20;MEGALABS;2017;Septiembre 2017;176
BOLIVAR;MIGRA DORIXINA TABL x 20;MEGALABS;2017;Oct-17;166.1538544
BOLIVAR;MIGRA DORIXINA TABL x 20;MEGALABS;2017;Nov-17;162.0000153
BOLIVAR;MIGRA DORIXINA TABL x 20;MEGALABS;2017;Dic-17;170
BOLIVAR;MIGRA DORIXINA TABL x 20;MEGALABS;2018;Ene-18;148.0000153
BOLIVAR;MIGRA DORIXINA TABL x 20;MEGALABS;2018;Feb-18;197
BOLIVAR;MIGRA DORIXINA TABL x 20;MEGALABS;2018;Mar-18;131
BOLIVAR;MIGRA DORIXINA TABL x 20;MEGALABS;2018;Abr-18;169
BOLIVAR;MIGRA DORIXINA TABL x 20;MEGALABS;2018;May-18;150
BOLIVAR;MIGRA DORIXINA TABL x 20;MEGALABS;2018;Jun-18;416.0769348
BOLIVAR;MIGRA DORIXINA TABL x 20;MEGALABS;2018;Jul-18;116.9999847
BOLIVAR;MIGRA DORIXINA TABL x 20;MEGALABS;2018;Ago-18;125
BOLIVAR;MIGRA DORIXINA TABL x 20;MEGALABS;2018;Septiembre 2018;547
BOLIVAR;MIGRA DORIXINA TABL x 20;MEGALABS;2018;Oct-18;117.0000076
BOLIVAR;MIGRA DORIXINA TABL x 20;MEGALABS;2018;Nov-18;139
BOLIVAR;MIGRA DORIXINA TABL x 20;MEGALABS;2018;Dic-18;143
BOLIVAR;MIGRA DORIXINA TABL x 20;MEGALABS;2019;Ene-19;140.0384521
BOLIVAR;MIGRA DORIXINA TABL x 20;MEGALABS;2019;Feb-19;124
BOLIVAR;MIGRA DORIXINA TABL x 20;MEGALABS;2019;Mar-19;149.0053558
BOLIVAR;MIGRA DORIXINA TABL x 20;MEGALABS;2019;Abr-19;125.0000076
BOLIVAR;MIGRA DORIXINA TABL x 20;MEGALABS;2019;May-19;162
BOLIVAR;MIGRA DORIXINA TABL x 20;MEGALABS;2019;Jun-19;147.0071869
BOLIVAR;MIGRA DORIXINA TABL x 20;MEGALABS;2019;Jul-19;289
BOLIVAR;MIGRA DORIXINA TABL x 20;MEGALABS;2019;Ago-19;109.0031891
BOLIVAR;MIGRA DORIXINA TABL x 20;MEGALABS;2019;Septiembre 2019;97.99999237
BOLIVAR;MIGRA DORIXINA TABL x 20;MEGALABS;2019;Oct-19;143
BOLIVAR;MIGRA DORIXINA TABL x 20;MEGALABS;2019;Nov-19;150
BOLIVAR;MIGRA DORIXINA TABL x 20;MEGALABS;2019;Dic-19;138
BOLIVAR;MIGRAFLASH CAPS BLANDA x 10;JAMES BROWN PHARMA;2016;Ene-16;4.519999981
BOLIVAR;MIGRAFLASH CAPS BLANDA x 10;JAMES BROWN PHARMA;2016;Feb-16;2.079999924
