PROVINCE;PRESENTATION;LABORATORY;YEAR;MONTH;SALES UNITS
CAÑAR;PROFINAL MIGRA TABL RECUBI. x 20;REPFARM;2020;1/8/2020;45
CAÑAR;PROFINAL MIGRA TABL RECUBI. x 20;REPFARM;2020;1/9/2020;55,00000381
CAÑAR;PROFINAL MIGRA TABL RECUBI. x 20;REPFARM;2020;1/10/2020;35
CAÑAR;PROFINAL MIGRA TABL RECUBI. x 20;REPFARM;2020;1/11/2020;42
CAÑAR;PROFINAL MIGRA TABL RECUBI. x 20;REPFARM;2020;1/12/2020;81
CAÑAR;PROFINAL MIGRA TABL RECUBI. x 20;REPFARM;2021;1/1/2021;56
CAÑAR;PROFINAL MIGRA TABL RECUBI. x 20;REPFARM;2021;1/2/2021;31
CARCHI;BUPREXMIGRA TABL RECUB. x 20;LIFE;2020;1/1/2020;541
CARCHI;BUPREXMIGRA TABL RECUB. x 20;LIFE;2020;1/2/2020;291
CARCHI;BUPREXMIGRA TABL RECUB. x 20;LIFE;2020;1/3/2020;387
CARCHI;BUPREXMIGRA TABL RECUB. x 20;LIFE;2020;1/4/2020;303,0000305
CARCHI;BUPREXMIGRA TABL RECUB. x 20;LIFE;2020;1/5/2020;203
CARCHI;BUPREXMIGRA TABL RECUB. x 20;LIFE;2020;1/6/2020;299
CARCHI;BUPREXMIGRA TABL RECUB. x 20;LIFE;2020;1/7/2020;282
CARCHI;BUPREXMIGRA TABL RECUB. x 20;LIFE;2020;1/8/2020;316
CARCHI;BUPREXMIGRA TABL RECUB. x 20;LIFE;2020;1/9/2020;382
CARCHI;BUPREXMIGRA TABL RECUB. x 20;LIFE;2020;1/10/2020;311,0000305
CARCHI;BUPREXMIGRA TABL RECUB. x 20;LIFE;2020;1/11/2020;298,0000305
CARCHI;BUPREXMIGRA TABL RECUB. x 20;LIFE;2020;1/12/2020;343,9999695
CARCHI;BUPREXMIGRA TABL RECUB. x 20;LIFE;2021;1/1/2021;322
CARCHI;BUPREXMIGRA TABL RECUB. x 20;LIFE;2021;1/2/2021;317
CARCHI;MIGRA DORIXINA TABL x 20;MEGALABS;2020;1/1/2020;273
CARCHI;MIGRA DORIXINA TABL x 20;MEGALABS;2020;1/2/2020;207
CARCHI;MIGRA DORIXINA TABL x 20;MEGALABS;2020;1/3/2020;236
CARCHI;MIGRA DORIXINA TABL x 20;MEGALABS;2020;1/4/2020;255
CARCHI;MIGRA DORIXINA TABL x 20;MEGALABS;2020;1/5/2020;181
CARCHI;MIGRA DORIXINA TABL x 20;MEGALABS;2020;1/6/2020;248,9999847
CARCHI;MIGRA DORIXINA TABL x 20;MEGALABS;2020;1/7/2020;253,9999847
CARCHI;MIGRA DORIXINA TABL x 20;MEGALABS;2020;1/8/2020;275,9999695
CARCHI;MIGRA DORIXINA TABL x 20;MEGALABS;2020;1/9/2020;238,9999847
CARCHI;MIGRA DORIXINA TABL x 20;MEGALABS;2020;1/10/2020;253
CARCHI;MIGRA DORIXINA TABL x 20;MEGALABS;2020;1/11/2020;362,9999695
CARCHI;MIGRA DORIXINA TABL x 20;MEGALABS;2020;1/12/2020;310
CARCHI;MIGRA DORIXINA TABL x 20;MEGALABS;2021;1/1/2021;271
CARCHI;MIGRA DORIXINA TABL x 20;MEGALABS;2021;1/2/2021;157
CARCHI;MIGRAFLASH CAPS BLANDA x 10;JAMES BROWN PHARMA;2020;1/1/2020;50,99999619
CARCHI;MIGRAFLASH CAPS BLANDA x 10;JAMES BROWN PHARMA;2020;1/2/2020;26
CARCHI;MIGRAFLASH CAPS BLANDA x 10;JAMES BROWN PHARMA;2020;1/3/2020;44
CARCHI;MIGRAFLASH CAPS BLANDA x 10;JAMES BROWN PHARMA;2020;1/4/2020;61,99999619
CARCHI;MIGRAFLASH CAPS BLANDA x 10;JAMES BROWN PHARMA;2020;1/5/2020;36
CARCHI;MIGRAFLASH CAPS BLANDA x 10;JAMES BROWN PHARMA;2020;1/6/2020;33
CARCHI;MIGRAFLASH CAPS BLANDA x 10;JAMES BROWN PHARMA;2020;1/7/2020;56
CARCHI;MIGRAFLASH CAPS BLANDA x 10;JAMES BROWN PHARMA;2020;1/8/2020;41
CARCHI;MIGRAFLASH CAPS BLANDA x 10;JAMES BROWN PHARMA;2020;1/9/2020;25
CARCHI;MIGRAFLASH CAPS BLANDA x 10;JAMES BROWN PHARMA;2020;1/10/2020;24,00000191
CARCHI;MIGRAFLASH CAPS BLANDA x 10;JAMES BROWN PHARMA;2020;1/11/2020;3,000000238
CARCHI;MIGRAFLASH CAPS BLANDA x 10;JAMES BROWN PHARMA;2020;1/12/2020;56
CARCHI;MIGRAFLASH CAPS BLANDA x 10;JAMES BROWN PHARMA;2021;1/1/2021;65
CARCHI;MIGRAFLASH CAPS BLANDA x 10;JAMES BROWN PHARMA;2021;1/2/2021;25
CARCHI;MIGRAX TABL RECUBI. x 10;SAVAL;2020;1/1/2020;211,0000153
CARCHI;MIGRAX TABL RECUBI. x 10;SAVAL;2020;1/2/2020;172
CARCHI;MIGRAX TABL RECUBI. x 10;SAVAL;2020;1/3/2020;214,0000305
CARCHI;MIGRAX TABL RECUBI. x 10;SAVAL;2020;1/4/2020;152
CARCHI;MIGRAX TABL RECUBI. x 10;SAVAL;2020;1/5/2020;143
CARCHI;MIGRAX TABL RECUBI. x 10;SAVAL;2020;1/6/2020;202,9999847
CARCHI;MIGRAX TABL RECUBI. x 10;SAVAL;2020;1/7/2020;164
CARCHI;MIGRAX TABL RECUBI. x 10;SAVAL;2020;1/8/2020;157
CARCHI;MIGRAX TABL RECUBI. x 10;SAVAL;2020;1/9/2020;163
CARCHI;MIGRAX TABL RECUBI. x 10;SAVAL;2020;1/10/2020;156
CARCHI;MIGRAX TABL RECUBI. x 10;SAVAL;2020;1/11/2020;144
CARCHI;MIGRAX TABL RECUBI. x 10;SAVAL;2020;1/12/2020;188,9999847
CARCHI;MIGRAX TABL RECUBI. x 10;SAVAL;2021;1/1/2021;212
CARCHI;MIGRAX TABL RECUBI. x 10;SAVAL;2021;1/2/2021;111,0000076
CARCHI;PROFINAL MIGRA TABL RECUBI. x 20;REPFARM;2020;1/3/2020;1
CARCHI;PROFINAL MIGRA TABL RECUBI. x 20;REPFARM;2020;1/4/2020;9,999999046
CARCHI;PROFINAL MIGRA TABL RECUBI. x 20;REPFARM;2020;1/5/2020;5,999999523
CARCHI;PROFINAL MIGRA TABL RECUBI. x 20;REPFARM;2020;1/7/2020;9
CARCHI;PROFINAL MIGRA TABL RECUBI. x 20;REPFARM;2020;1/8/2020;19
CARCHI;PROFINAL MIGRA TABL RECUBI. x 20;REPFARM;2020;1/9/2020;15
CARCHI;PROFINAL MIGRA TABL RECUBI. x 20;REPFARM;2020;1/10/2020;6
CARCHI;PROFINAL MIGRA TABL RECUBI. x 20;REPFARM;2020;1/11/2020;4
CARCHI;PROFINAL MIGRA TABL RECUBI. x 20;REPFARM;2020;1/12/2020;9
CARCHI;PROFINAL MIGRA TABL RECUBI. x 20;REPFARM;2021;1/1/2021;9
CARCHI;PROFINAL MIGRA TABL RECUBI. x 20;REPFARM;2021;1/2/2021;3,000000238
CHIMBORAZO;BUPREXMIGRA TABL RECUB. x 20;LIFE;2020;1/1/2020;950,0001221
CHIMBORAZO;BUPREXMIGRA TABL RECUB. x 20;LIFE;2020;1/2/2020;931,000061
CHIMBORAZO;BUPREXMIGRA TABL RECUB. x 20;LIFE;2020;1/3/2020;1122
CHIMBORAZO;BUPREXMIGRA TABL RECUB. x 20;LIFE;2020;1/4/2020;913
CHIMBORAZO;BUPREXMIGRA TABL RECUB. x 20;LIFE;2020;1/5/2020;718
CHIMBORAZO;BUPREXMIGRA TABL RECUB. x 20;LIFE;2020;1/6/2020;854
CHIMBORAZO;BUPREXMIGRA TABL RECUB. x 20;LIFE;2020;1/7/2020;1051
CHIMBORAZO;BUPREXMIGRA TABL RECUB. x 20;LIFE;2020;1/8/2020;982
CHIMBORAZO;BUPREXMIGRA TABL RECUB. x 20;LIFE;2020;1/9/2020;1066
CHIMBORAZO;BUPREXMIGRA TABL RECUB. x 20;LIFE;2020;1/10/2020;799
CHIMBORAZO;BUPREXMIGRA TABL RECUB. x 20;LIFE;2020;1/11/2020;1051
CHIMBORAZO;BUPREXMIGRA TABL RECUB. x 20;LIFE;2020;1/12/2020;1075
CHIMBORAZO;BUPREXMIGRA TABL RECUB. x 20;LIFE;2021;1/1/2021;1000,000061
CHIMBORAZO;BUPREXMIGRA TABL RECUB. x 20;LIFE;2021;1/2/2021;989,999939
CHIMBORAZO;MIGRA DORIXINA TABL x 20;MEGALABS;2020;1/1/2020;553
